#V,vertexid,longitude,latitude,x*,y*
V,147712,-77.0504292957,38.9364092418,,
V,147758,-77.0760148575,38.9127912993,,
V,147784,-76.9955795005,38.8870468704,,
V,147797,-77.0165167226,38.9102540579,,
V,147822,-76.9811528126,38.8828444237,,
V,147830,-77.0015478413,38.902522312,,
V,147834,-77.0166229097,38.8224956575,,
V,147835,-77.0169283498,38.8224938057,,
V,147844,-77.0557264617,38.9052613187,,
V,147861,-77.0634018617,38.9209379427,,
V,147905,-76.9609480758,38.8656391633,,
V,147907,-76.9604822588,38.8656385044,,
V,147929,-77.0119965096,38.8761524983,,
V,147930,-76.9766114811,38.937648963,,
V,148045,-77.033131438,38.8775148972,,
V,148050,-77.0092149969,38.8323147114,,
V,148071,-77.0035119285,38.9178400245,,
V,148077,-77.0050913007,38.9178387609,,
V,148078,-76.941540461,38.8825990559,,
V,148103,-77.0698844135,38.9566577233,,
V,148109,-77.0688299649,38.9578934969,,
V,148123,-76.9961709869,38.8981415399,,
V,148130,-76.9696480854,38.9341035496,,
V,148140,-77.011487755,38.8832009484,,
V,148184,-77.0260440312,38.9313393509,,
V,148192,-77.0502174531,38.9030656626,,
V,148202,-77.0658527069,38.9682100679,,
V,148223,-77.0182430329,38.9285206196,,
V,148241,-77.0735020238,38.9334894135,,
V,148305,-77.0644988359,38.921003173,,
V,148310,-77.0649521591,38.921385072,,
V,148331,-77.0399719775,38.935485476,,
V,148343,-76.9978028825,38.8760240161,,
V,148346,-76.9722779605,38.8603771104,,
V,148347,-76.9738379992,38.8905897498,,
V,148358,-76.973847669,38.8909386464,,
V,148410,-77.0416625201,38.9136968072,,
V,148457,-77.0150724287,38.9487627825,,
V,148487,-77.0096631657,38.9103872355,,
V,148495,-76.9790007813,38.8829810686,,
V,148504,-77.0186733233,38.9305018127,,
V,148524,-77.042962577,38.9091585268,,
V,148532,-76.9866999625,38.9107910058,,
V,148536,-77.0559741412,38.9284728993,,
V,148537,-76.9256225793,38.8800946168,,
V,148545,-77.0069476471,38.8204294237,,
V,148548,-77.0072428581,38.8200093403,,
V,148566,-77.0649870493,38.9416070034,,
V,148589,-77.0154019011,38.9522282231,,
V,148627,-76.977055101,38.8464802972,,
V,148628,-77.0334129293,38.9850995271,,
V,148656,-77.0621294674,38.9610235538,,
V,148664,-77.0204464123,38.9311974039,,
V,148733,-77.0154571702,38.9627075047,,
V,148735,-76.9988086263,38.8532744573,,
V,148786,-77.1013376524,38.9304318207,,
V,148814,-76.9883979899,38.9532458066,,
V,148837,-77.0588078407,38.9737272656,,
V,148838,-76.9924311226,38.9233728872,,
V,148912,-77.0304747294,38.9418746663,,
V,148919,-77.0071948058,38.9432339705,,
V,148953,-77.0087070218,38.8352692189,,
V,148954,-77.002600325,38.9223713383,,
V,148955,-77.0011012907,38.8913221271,,
V,149087,-76.9734767964,38.8747718176,,
V,149102,-77.0567250889,38.9290420361,,
V,149117,-77.0224696622,38.8204719688,,
V,149131,-77.0096582545,38.9081780648,,
V,149178,-77.0064895046,38.8297330637,,
V,149183,-77.0714086755,38.9577464539,,
V,149201,-76.9741942558,38.8840678176,,
V,149204,-76.9742241343,38.8841123031,,
V,149223,-76.9703309806,38.9144606908,,
V,149263,-77.0112883615,38.827003708,,
V,149270,-77.0775781545,38.9580313534,,
V,149288,-77.0095629426,38.8342955125,,
V,149316,-77.0208612037,38.9311305002,,
V,149335,-77.0533073176,38.9447958727,,
V,149345,-77.0531213587,38.9450382634,,
V,149380,-77.0395243913,38.9624065091,,
V,149381,-76.9637063557,38.918769855,,
V,149392,-76.9372367756,38.8875841816,,
V,149458,-77.0731787321,38.9338495512,,
V,149482,-76.9772612239,38.8886784383,,
V,149498,-77.0327115469,38.9313542726,,
V,149506,-77.0394806666,38.9892845622,,
V,149523,-76.9426100495,38.89387898,,
V,149537,-77.0824011215,38.9112021095,,
V,149544,-76.9709200501,38.8960571948,,
V,149551,-76.9713382029,38.896272235,,
V,149552,-77.0503332445,38.9447285632,,
V,150033,-77.0501661991,38.9498447234,,
V,150036,-77.0090582363,38.9622011415,,
V,150057,-77.0256987643,38.890732992,,
V,150058,-76.9929114925,38.9240785217,,
V,150061,-76.9984529862,38.8807092627,,
V,150150,-76.9986792568,38.8403967077,,
V,150158,-77.0891297542,38.9185929986,,
V,150159,-77.0891882566,38.9185741969,,
V,150167,-76.9794428906,38.8672740738,,
V,150169,-76.9794459942,38.8677505681,,
V,150182,-77.0607297337,38.905683976,,
V,150191,-76.9567423172,38.8895237839,,
V,150223,-76.9984481931,38.8970337375,,
V,150271,-77.0779098597,38.9455399219,,
V,150278,-76.9783150612,38.9424904048,,
V,150281,-76.9857282595,38.8333651027,,
V,150285,-76.9852011551,38.8337766539,,
V,150376,-77.0178247066,38.898125135,,
V,150396,-76.9486884297,38.9027414449,,
V,150400,-76.9654318728,38.8707468526,,
V,150406,-76.9906902954,38.8841119187,,
V,150423,-77.0533100559,38.8996731133,,
V,150427,-77.077693312,38.9664175196,,
V,150436,-77.0778442987,38.9664997242,,
V,150438,-76.9989679732,38.9009951428,,
V,150443,-76.9775013259,38.9014478471,,
V,150450,-77.0408149308,38.9301389911,,
V,150453,-77.0413054866,38.9301395225,,
V,150487,-76.9397305089,38.8692330931,,
V,150501,-76.9892696061,38.9411085856,,
V,150507,-76.994963064,38.9002108048,,
V,150519,-76.9403679886,38.9035915193,,
V,150532,-77.044901812,38.9007128886,,
V,150563,-77.010969492,38.8203872255,,
V,150608,-77.0764448216,38.9396908231,,
V,150609,-77.0683381287,38.9100906274,,
V,150621,-76.9862452644,38.9367008184,,
V,150631,-77.0023997371,38.8674825709,,
V,150683,-76.984996123,38.9061445645,,
V,150686,-76.9848089441,38.906065228,,
V,150711,-77.0902671699,38.9411066494,,
V,150715,-76.990283971,38.8639199454,,
V,150728,-76.9897992313,38.8638660833,,
V,150733,-76.9721703352,38.9372422844,,
V,150764,-77.0256084347,38.9766155718,,
V,150765,-77.0590893913,38.9010124465,,
V,150778,-76.9789915181,38.904675002,,
V,150786,-76.9781546286,38.8672554121,,
V,150815,-77.0113621227,38.9037916893,,
V,150851,-77.0280818726,38.914100574,,
V,150861,-77.0115889115,38.9300060337,,
V,150862,-77.0116087287,38.930102696,,
V,150864,-77.0882077974,38.9559659098,,
V,150867,-77.0525864263,38.9181879854,,
V,150869,-77.0525837351,38.918448806,,
V,150912,-76.9713450658,38.9134111178,,
V,150923,-77.0682964639,38.9610242118,,
V,150933,-76.9721901319,38.8678538953,,
V,150942,-76.9915325163,38.8828004889,,
V,150961,-76.9896765562,38.8880137722,,
V,150962,-76.9934987631,38.9418040637,,
V,150967,-76.9353876507,38.8902558297,,
V,150973,-76.9353894019,38.8914969593,,
V,150980,-76.9273386628,38.8936771596,,
V,151005,-77.0639157335,38.903482154,,
V,151049,-77.0754572712,38.9625836417,,
V,151050,-77.0358628944,38.9145634647,,
V,151051,-76.9987050152,38.8590029755,,
V,151052,-77.0304722001,38.9811829088,,
V,151106,-76.968038741,38.8471705304,,
V,151123,-76.9678502202,38.8480722152,,
V,151138,-77.0260292784,38.9211959027,,
V,151155,-76.9756607656,38.9361769035,,
V,151177,-76.9638128862,38.9162918453,,
V,151196,-77.0402785079,38.9056559389,,
V,151204,-76.9273074046,38.9041185614,,
V,151252,-77.0128636951,38.8389297633,,
V,151260,-77.0137377823,38.8383892127,,
V,151304,-76.9762253183,38.9366999171,,
V,151318,-77.0199036112,38.9085811307,,
V,151333,-76.9767202486,38.8457247896,,
V,151380,-76.9766356905,38.8897994987,,
V,151381,-76.9547024492,38.9183742644,,
V,151470,-77.0122344964,38.8306575769,,
V,151471,-77.0353353415,38.901897958,,
V,151491,-77.0204589713,38.942373095,,
V,151516,-77.0784525433,38.966710935,,
V,151539,-76.9343834735,38.8928252634,,
V,151541,-76.935543515,38.8816413713,,
V,151555,-76.9860474198,38.8594067958,,
V,151572,-77.014756169,38.8710399855,,
V,151573,-77.0886211181,38.9122944641,,
V,151575,-76.9906801701,38.8871790331,,
V,151585,-77.003113695,38.9103572114,,
V,151586,-76.9808644079,38.9211867145,,
V,151637,-76.9593478414,38.8669508723,,
V,151638,-76.959415323,38.8673190167,,
V,151639,-77.0192083237,38.9310166567,,
V,151648,-76.9865985858,38.9403251538,,
V,151667,-77.0670806547,38.9081730009,,
V,151672,-77.0224264667,38.9096530057,,
V,151683,-77.0224211946,38.9111310591,,
V,151731,-77.0842252473,38.9412935067,,
V,151775,-77.0856024457,38.949281611,,
V,151790,-77.0844037574,38.9526244137,,
V,151794,-77.0116177178,38.9573485061,,
V,151826,-77.0364307147,38.9461366973,,
V,151827,-77.0364314573,38.94649078,,
V,151828,-77.0077929282,38.9118607989,,
V,151853,-77.035260611,38.9758600624,,
V,151900,-77.0840579,38.9079880337,,
V,151964,-77.0378554367,38.9247210686,,
V,151967,-76.9873202936,38.888621679,,
V,152129,-76.939195183,38.906432072,,
V,152131,-76.9790017417,38.8828434797,,
V,152132,-77.0715307201,38.9488001371,,
V,152154,-76.9962718722,38.9406049787,,
V,152181,-76.9638000563,38.8610933129,,
V,152188,-77.0011212819,38.9256016483,,
V,152209,-77.0081903749,38.879294471,,
V,152231,-77.0507961929,38.9034837818,,
V,152232,-77.0000523607,38.9020668604,,
V,152245,-76.9916897683,38.9524154342,,
V,152248,-77.0063894182,38.9547239982,,
V,152255,-77.081313553,38.9594288318,,
V,152322,-76.9984564237,38.8860403748,,
V,152323,-77.0445069396,38.9874830978,,
V,152356,-77.0447874589,38.9176857831,,
V,152385,-77.0805993928,38.9470848943,,
V,152424,-76.9656530228,38.8573062693,,
V,152433,-77.0302388859,38.9321983307,,
V,152534,-76.977495627,38.9008754549,,
V,152547,-77.0345581595,38.910728378,,
V,152591,-77.0579398148,38.9318976701,,
V,152605,-77.0752661807,38.9162991698,,
V,152668,-77.0198996208,38.958740451,,
V,152673,-76.9825569417,38.8640321318,,
V,152717,-77.03852471,38.9013526957,,
V,152737,-77.0436731838,38.9234374613,,
V,152738,-76.9750067574,38.8726223218,,
V,152746,-77.0184845197,38.9210803667,,
V,152749,-77.0296965295,38.9578208708,,
V,152750,-77.0144550683,38.8859298638,,
V,152898,-77.0905759301,38.9415388088,,
V,152911,-76.9847728154,38.8611859379,,
V,152912,-76.9909129243,38.9007683183,,
V,152913,-77.0752637094,38.9203252894,,
V,152931,-76.943404012,38.8830388681,,
V,152965,-77.0056841783,38.9273932538,,
V,152970,-76.9732045975,38.8540943091,,
V,152984,-77.0238124031,38.9390674018,,
V,152990,-77.0014619786,38.9145021702,,
V,152993,-77.0011185848,38.9145016115,,
V,152996,-77.1098315563,38.9304085735,,
V,153058,-77.0334296297,38.9514172354,,
V,153059,-76.9397307208,38.8786703867,,
V,153073,-76.9859507042,38.9445606808,,
V,153074,-77.0488260532,38.900699541,,
V,153099,-76.9689642437,38.8729426526,,
V,153132,-77.0385233392,38.9196948741,,
V,153152,-77.0820236736,38.9583980155,,
V,153161,-76.993444631,38.9539292279,,
V,153162,-76.9721634528,38.929167598,,
V,153168,-77.0304936807,38.9803874052,,
V,153172,-76.9911900536,38.8366773809,,
V,153192,-76.9901291096,38.8364006908,,
V,153225,-77.0590486298,38.9527370952,,
V,153268,-76.9902446188,38.885444974,,
V,153275,-77.0697285574,38.9620877384,,
V,153276,-77.025378733,38.9483038493,,
V,153278,-77.0284148001,38.9859762663,,
V,153295,-76.9191175232,38.8908935735,,
V,153322,-76.9990765896,38.9609188968,,
V,153333,-77.0406504344,38.9260826324,,
V,153359,-77.0229222928,38.9509303597,,
V,153374,-77.018837475,38.9310773824,,
V,153376,-77.0364914567,38.9238523346,,
V,153387,-76.9333778407,38.8859660045,,
V,153392,-76.9614040132,38.8775836125,,
V,153393,-76.9488755391,38.9211123029,,
V,153394,-77.0865211206,38.9122432547,,
V,153397,-77.0871028072,38.9120573064,,
V,153465,-77.0265279428,38.9814509818,,
V,153469,-77.0265460579,38.9820575011,,
V,153472,-77.0241486895,38.9305074746,,
V,153487,-76.9974099362,38.9572527807,,
V,153499,-76.9426081614,38.8897868684,,
V,153503,-76.940869817,38.8897857547,,
V,153512,-76.9477536162,38.882845317,,
V,153543,-76.9851253149,38.8693392237,,
V,153566,-76.9909112913,38.8796500106,,
V,153576,-76.9907461432,38.9006193858,,
V,153577,-77.0000060958,38.8622792313,,
V,153590,-77.0025755974,38.9181105015,,
V,153618,-77.0332657335,38.9477282518,,
V,153621,-77.0119324504,38.9673769096,,
V,153626,-77.0125577411,38.9680083497,,
V,153653,-76.9458272939,38.8677859797,,
V,153756,-77.0737834073,38.924387374,,
V,153764,-77.0738853909,38.9235205241,,
V,153769,-76.960391475,38.8855967857,,
V,153801,-77.0060281835,38.8380260901,,
V,153838,-77.1071692956,38.9298647059,,
V,153840,-77.1075678136,38.9302607355,,
V,153888,-76.9437880542,38.8796469319,,
V,153892,-76.9205193981,38.894727149,,
V,153992,-77.0678324429,38.9050727585,,
V,154046,-77.0382860711,38.9250041217,,
V,154101,-76.9906832489,38.9546415721,,
V,154111,-76.9239745197,38.8815021706,,
V,154130,-77.0241922336,38.9494313574,,
V,154131,-76.9607199075,38.8902763279,,
V,154160,-77.0748282384,38.9202947876,,
V,154194,-77.0615357677,38.9191438505,,
V,154195,-77.038216775,38.8878382345,,
V,154238,-77.0371411988,38.8877437126,,
V,154239,-76.987716267,38.8441037985,,
V,154256,-77.0276626529,38.9328991503,,
V,154271,-77.0055411287,38.8422514234,,
V,154279,-77.0005708821,38.8296558252,,
V,154282,-77.0005697103,38.8292130714,,
V,154295,-77.0246936136,38.9606362708,,
V,154296,-76.9762101435,38.9447532916,,
V,154323,-77.0256130857,38.9754280158,,
V,154371,-77.0990027453,38.925327737,,
V,154403,-77.0520410087,38.9272808663,,
V,154404,-77.0521218047,38.9273735878,,
V,154407,-77.0480312898,38.9059155178,,
V,154426,-77.0980658562,38.9256587721,,
V,154481,-76.9191550869,38.8963985267,,
V,154489,-77.0027801773,38.9045099382,,
V,154491,-77.0283072111,38.9141002178,,
V,154508,-76.9972528537,38.8613919806,,
V,154515,-76.9860114781,38.8503917371,,
V,154516,-77.0440703575,38.9610341944,,
V,154533,-77.0705201284,38.9159011188,,
V,154678,-76.9852018084,38.8588166585,,
V,154680,-77.0121198504,38.9550771967,,
V,154697,-77.0913638154,38.9235767956,,
V,154698,-77.0003012034,38.9527550706,,
V,154717,-77.009056838,38.8289090458,,
V,154774,-76.9892554006,38.9125135171,,
V,154790,-76.9902369213,38.912402714,,
V,154804,-77.0534925313,38.8973998508,,
V,154839,-76.9701422729,38.9377952539,,
V,154871,-76.997314842,38.8886845621,,
V,154877,-76.968142787,38.9081382459,,
V,154878,-76.9457785036,38.8661703544,,
V,154894,-77.0005363913,38.874894782,,
V,154909,-77.0661892023,38.9562334003,,
V,154920,-76.9836521407,38.8861287845,,
V,154956,-76.9770664375,38.874220008,,
V,154969,-76.9756944635,38.8745604699,,
V,155016,-76.9159336465,38.8979949135,,
V,155115,-76.992349628,38.8646018559,,
V,155131,-77.0257596522,38.9562848252,,
V,155138,-77.0219543588,38.9382011393,,
V,155144,-76.9857210262,38.898917161,,
V,155177,-76.9796764211,38.9091805409,,
V,155186,-76.9806824255,38.9089004974,,
V,155187,-77.0333049631,38.93755943,,
V,155218,-76.9615203117,38.8549934175,,
V,155273,-76.9150418345,38.8933368431,,
V,155274,-76.9909102572,38.8792855866,,
V,155278,-77.0371730075,38.9843146778,,
V,155308,-76.9424936867,38.8805022855,,
V,155324,-77.0364216821,38.9497460281,,
V,155325,-77.0153179672,38.8820882403,,
V,155338,-76.9426192237,38.8818990984,,
V,155358,-76.996336558,38.8461679043,,
V,155418,-76.9995108414,38.8916920607,,
V,155435,-77.0521417817,38.8885577384,,
V,155452,-77.0588096495,38.8861402968,,
V,155461,-77.0010161799,38.9608882888,,
V,155470,-77.0224508358,38.9609368331,,
V,155473,-77.0746989974,38.9334894552,,
V,155477,-77.023893125,38.942235067,,
V,155478,-77.0005731795,38.8309672901,,
V,155535,-77.0540302928,38.9440646021,,
V,155556,-77.0548656625,38.9718348118,,
V,155587,-76.9706017031,38.8521460595,,
V,155590,-76.9942635552,38.9385856353,,
V,155637,-77.0584045614,38.9425534804,,
V,155645,-76.9986639075,38.8797047204,,
V,155656,-77.0880577442,38.9521163424,,
V,155673,-77.0677970696,38.9157691087,,
V,155734,-76.9847530488,38.8869071675,,
V,155766,-77.011603399,38.9691152011,,
V,155789,-76.9654143444,38.8790290312,,
V,155856,-76.9284763087,38.8795057812,,
V,155904,-77.0748183961,38.9060913381,,
V,155912,-77.0186603698,38.9649589933,,
V,155931,-77.0378299778,38.9042309041,,
V,155932,-77.0303557748,38.9578308352,,
V,155936,-77.0303598695,38.9572849199,,
V,155990,-77.0437403061,38.9104189168,,
V,156009,-77.0736998838,38.9603241451,,
V,156048,-76.9967749325,38.8879674528,,
V,156066,-76.9801424697,38.8520238119,,
V,156067,-77.0199120998,38.899818524,,
V,156132,-77.0746367124,38.9215049821,,
V,156133,-76.9513615696,38.8625049799,,
V,156152,-77.1099441269,38.9326852797,,
V,156153,-77.0302898073,38.9188363285,,
V,156160,-77.0186600899,38.970778003,,
V,156162,-77.0751157599,38.9431736123,,
V,156164,-76.9840717874,38.8837352866,,
V,156447,-77.0835726103,38.9375494423,,
V,156465,-77.0363956768,38.960173373,,
V,156467,-77.0274743218,38.9551657083,,
V,156482,-77.0692281235,38.9547020701,,
V,156516,-77.0187762478,38.9515223026,,
V,156545,-77.0312551897,38.9188377633,,
V,156555,-77.0217473976,38.9369558084,,
V,156603,-77.082028768,38.9551692517,,
V,156611,-77.0752235826,38.9342893126,,
V,156683,-76.9831807918,38.8530995695,,
V,156729,-76.9298373473,38.8978421754,,
V,156758,-76.9858246417,38.9006204407,,
V,156871,-76.9410040061,38.8823969982,,
V,156918,-77.0926198604,38.9451877675,,
V,156954,-77.0627848834,38.9039882717,,
V,156994,-77.0190270571,38.938434043,,
V,157011,-76.9710728953,38.9115538913,,
V,157024,-76.9843717398,38.8484049675,,
V,157035,-76.9492388895,38.8950270575,,
V,157089,-76.9689711098,38.8727884305,,
V,157113,-76.9591805057,38.8628874265,,
V,157115,-76.9762200435,38.8943682016,,
V,157158,-77.0031072705,38.8361310803,,
V,157181,-77.0136558688,38.8861785401,,
V,157214,-77.0130350339,38.8849219365,,
V,157298,-77.0617172304,38.9444836656,,
V,157329,-76.929786106,38.8957925607,,
V,157344,-77.0290951754,38.9116037835,,
V,157353,-76.9833153719,38.8446370609,,
V,157358,-76.9949747141,38.8837459315,,
V,157359,-77.0478337796,38.9026525544,,
V,157415,-77.0787466316,38.9493282336,,
V,157475,-76.9989578614,38.9033169971,,
V,157480,-77.030223237,38.9632703091,,
V,157499,-76.9474401887,38.9217637716,,
V,157512,-76.9878700852,38.8408200639,,
V,157515,-77.0859648791,38.9128682695,,
V,157540,-76.9831627757,38.9470737802,,
V,157550,-77.0652372475,38.9573696413,,
V,157559,-77.0130284096,38.8403034006,,
V,157597,-77.1065799585,38.9312429834,,
V,157612,-77.0362309315,38.9923106226,,
V,157619,-76.9961909377,38.8785720987,,
V,157632,-77.0741136536,38.9674522202,,
V,157665,-77.0453727232,38.9350592244,,
V,157724,-76.961738316,38.9279859618,,
V,157740,-77.0085968525,38.9682273545,,
V,157755,-77.0302609602,38.9043538781,,
V,157756,-77.0390133305,38.9250327011,,
V,157757,-77.0393923831,38.9254253896,,
V,157802,-76.9851887323,38.9303705288,,
V,157803,-76.9955278298,38.9299097056,,
V,157810,-76.9858843099,38.8812726736,,
V,157827,-76.9979022953,38.9018861114,,
V,157844,-76.9993946349,38.8450968821,,
V,157899,-77.0938083829,38.9403287991,,
V,157937,-76.9551752583,38.8704332066,,
V,157971,-77.0176372307,38.9178628764,,
V,158034,-76.9306677002,38.9072108238,,
V,158035,-77.0188541279,38.8820588634,,
V,158061,-76.9949788568,38.8802740874,,
V,158076,-77.0297067717,38.9380132076,,
V,158085,-76.9602015935,38.9308900394,,
V,158093,-76.9613375882,38.931786297,,
V,158109,-76.9807736711,38.8689997269,,
V,158164,-76.9990034891,38.9407422526,,
V,158231,-77.0704132625,38.9560410721,,
V,158236,-77.0709797827,38.9570086679,,
V,158256,-77.069412304,38.9701685691,,
V,158262,-77.0667059679,38.9127376343,,
V,158273,-77.0687457394,38.9437958499,,
V,158337,-76.9483065279,38.893109183,,
V,158357,-77.0263832181,38.9045164219,,
V,158358,-76.9906636,38.9009491696,,
V,158379,-77.0121286114,38.9672286318,,
V,158408,-77.0644491449,38.9661026384,,
V,158415,-76.9876907087,38.940729423,,
V,158419,-76.9871396208,38.9407295686,,
V,158423,-77.0054333831,38.944646846,,
V,158429,-76.9783275292,38.8617310945,,
V,158490,-76.9886496464,38.9201124932,,
V,158500,-76.9785764823,38.9119381733,,
V,158526,-77.0255508259,38.8816604323,,
V,158538,-77.0259781029,38.8819865397,,
V,158543,-77.0489650633,38.916086554,,
V,158545,-77.0125414492,38.8935729309,,
V,158555,-77.0685377861,38.9112645512,,
V,158582,-77.0183809665,38.9197183015,,
V,158583,-77.027675692,38.9320257918,,
V,158600,-76.9824850885,38.9300000767,,
V,158601,-77.0334276412,38.955731603,,
V,158613,-76.9342709187,38.8997306884,,
V,158633,-77.0584407962,38.9060822608,,
V,158647,-77.0074620244,38.8764908026,,
V,158652,-77.0334261347,38.9565138036,,
V,158658,-77.0417331925,38.8921077287,,
V,158671,-77.0439716053,38.9041945503,,
V,158678,-77.0302729778,38.9572844272,,
V,158679,-76.9841042835,38.9013191598,,
V,158683,-77.0121539737,38.8847347078,,
V,158703,-77.0126576658,38.8858256771,,
V,158712,-77.0135348284,38.8871322817,,
V,158717,-76.9285849754,38.8857372049,,
V,158720,-76.9623315533,38.8741916748,,
V,158743,-77.033254997,38.9455780904,,
V,158745,-77.0751001483,38.954702229,,
V,158747,-77.0606700086,38.9045099651,,
V,158870,-77.037041324,38.8795489216,,
V,158871,-76.9680190894,38.9146000739,,
V,158907,-76.9926492708,38.8920183836,,
V,158923,-77.0123966214,38.8892086211,,
V,158981,-76.9791163559,38.8431199935,,
V,158993,-76.9900384359,38.8687917314,,
V,159036,-76.9777651527,38.9403361938,,
V,159037,-76.9949758999,38.8783608064,,
V,159042,-76.9949759096,38.8782235179,,
V,159056,-77.0008572494,38.8603100234,,
V,159057,-77.0334345928,38.9031281329,,
V,159068,-77.0884402264,38.9095523647,,
V,159074,-77.014478497,38.9729719606,,
V,159105,-77.034063547,38.9583583955,,
V,159106,-77.0758138396,38.9137248743,,
V,159128,-77.0328753528,38.9657882442,,
V,159135,-77.0262814328,38.9408144311,,
V,159144,-77.00573242,38.9458480926,,
V,159149,-76.9860725811,38.9094326095,,
V,159160,-77.0022987185,38.960889539,,
V,159167,-77.0219081768,38.8812873857,,
V,159170,-77.0487993581,38.9090126647,,
V,159178,-76.9776515492,38.9037229487,,
V,159179,-76.9802715874,38.8928704699,,
V,159275,-76.9420597482,38.8938084616,,
V,159299,-77.0525222106,38.8947788622,,
V,159303,-77.0010664574,38.8984847657,,
V,159304,-77.0013006188,38.8984825112,,
V,159308,-77.038118424,38.9354438322,,
V,159326,-76.9198190974,38.8860217835,,
V,159327,-76.9483712275,38.8851124797,,
V,159354,-76.9981200455,38.8414601307,,
V,159368,-77.0084861862,38.9259079604,,
V,159373,-77.0742570493,38.9159153672,,
V,159408,-77.0796622863,38.9620833911,,
V,159409,-77.0796650093,38.9625839837,,
V,159422,-76.9626370876,38.8828478734,,
V,159432,-77.031954598,38.9148385329,,
V,159455,-77.0363974809,38.9580084311,,
V,159487,-77.0305842427,38.94662927,,
V,159570,-77.0075015375,38.9624702872,,
V,159588,-77.0452127629,38.8945345784,,
V,159605,-77.023931593,38.9429935245,,
V,159606,-77.0243450501,38.942980591,,
V,159628,-76.9859195846,38.8886812317,,
V,159629,-76.934926147,38.8740163212,,
V,159633,-77.0236940851,38.8277969518,,
V,159664,-76.9990571214,38.861324446,,
V,159700,-77.0579258662,38.9381674143,,
V,159715,-77.0539746323,38.9764885033,,
V,159716,-77.0058028563,38.9276596801,,
V,159736,-77.0747560089,38.9620824961,,
V,159737,-77.0894044265,38.9559656669,,
V,159804,-77.0506186471,38.9140991558,,
V,159861,-77.0223342047,38.9379854313,,
V,159862,-77.0345634397,38.936403891,,
V,159981,-77.0358080392,38.9493198548,,
V,160060,-76.9606072998,38.880243133,,
V,160170,-77.073491299,38.9521066921,,
V,160183,-77.0850081592,38.9288818164,,
V,160184,-77.0277536283,38.9854607432,,
V,160283,-77.0074657396,38.8750661185,,
V,160286,-77.0532432836,38.9152164859,,
V,160287,-77.0354957786,38.918121589,,
V,160339,-76.9383706207,38.9080674827,,
V,160355,-76.940275056,38.9080974673,,
V,160376,-77.0126140276,38.9587427253,,
V,160404,-77.0182090017,38.9130739245,,
V,160420,-76.9916580286,38.9215905935,,
V,160446,-76.9602318636,38.8912962206,,
V,160452,-77.0246996162,38.9446647443,,
V,160461,-76.9943813846,38.9584058908,,
V,160462,-77.0938065519,38.942224664,,
V,160465,-76.9552649325,38.8935618317,,
V,160484,-77.0698521051,38.9462853549,,
V,160549,-77.0765539348,38.9195659656,,
V,160591,-76.961794058,38.8767874958,,
V,160602,-77.0290954871,38.9627094322,,
V,160622,-76.983108865,38.943827801,,
V,160626,-77.0339660152,38.8751772708,,
V,160694,-76.9511161647,38.8932434068,,
V,160706,-77.0926155256,38.9497007918,,
V,160779,-77.0696324941,38.9546992175,,
V,160784,-77.070202233,38.9556764542,,
V,160785,-77.0284967152,38.9359713219,,
V,160790,-77.0116380901,38.9523414099,,
V,160820,-76.9737062893,38.9327459994,,
V,160867,-77.018935826,38.9064533395,,
V,160873,-76.9817955049,38.934494165,,
V,160913,-77.0000534404,38.9006229895,,
V,160958,-76.9673682204,38.8751530595,,
V,160989,-76.9157307519,38.8933353715,,
V,161004,-77.000611014,38.958514054,,
V,161010,-77.0288388626,38.9059384411,,
V,161015,-77.0136413925,38.8920906056,,
V,161020,-77.0136352928,38.8931429886,,
V,161021,-76.9656842593,38.8601610648,,
V,161036,-76.9842896141,38.9139981261,,
V,161042,-77.055912306,38.90374052,,
V,161094,-76.987048418,38.8589281477,,
V,161095,-76.98724978,38.8587363873,,
V,161102,-77.0187035162,38.9521200858,,
V,161111,-77.0066907658,38.9265324671,,
V,161113,-77.0280715691,38.8886572108,,
V,161118,-77.0280748688,38.8876163604,,
V,161144,-77.0239321269,38.9778798938,,
V,161149,-76.9746762437,38.9234432875,,
V,161156,-77.0012988638,38.92077183,,
V,161206,-77.0406155093,38.9388188654,,
V,161241,-76.9921035567,38.8879893291,,
V,161316,-76.9218937998,38.8971524086,,
V,161364,-77.0760003302,38.9671489626,,
V,161408,-77.0057964919,38.8810114382,,
V,161427,-77.0268692319,38.9567673058,,
V,161430,-77.0058721092,38.9421744276,,
V,161442,-77.0509715592,38.8955334793,,
V,161443,-77.0388055648,38.9191945099,,
V,161445,-77.0389086343,38.9193949672,,
V,161452,-76.9977163035,38.8591867756,,
V,161462,-76.9862163469,38.9411089715,,
V,161464,-76.990247452,38.8841112829,,
V,161502,-77.0124368211,38.9533601096,,
V,161515,-77.0281048059,38.9567550512,,
V,161522,-77.090501178,38.9169643893,,
V,161523,-76.9713442491,38.9023479594,,
V,161583,-76.95884247,38.8746321128,,
V,161620,-76.9899088389,38.8587432291,,
V,161635,-76.9677796585,38.8694828335,,
V,161657,-77.0274524669,38.9741187924,,
V,161897,-77.0371517018,38.9176158307,,
V,161964,-77.0635838296,38.9078677406,,
V,161987,-77.001503867,38.9187721195,,
V,162050,-77.0371068525,38.8819770789,,
V,162054,-77.0158127477,38.9164566718,,
V,162082,-77.0168884805,38.9163677953,,
V,162134,-76.9690695547,38.8536925232,,
