#V,vertexid,longitude,latitude,x*,y*
V,20391,-77.011772709,38.8746465026,,
V,20394,-77.0286127861,38.9831991657,,
V,20408,-77.0115597029,38.8228275653,,
V,20409,-77.0314250061,38.986293396,,
V,20438,-77.0334106307,38.986597143,,
V,20439,-77.0308704668,38.932215501,,
V,20441,-77.0308684457,38.93248892,,
V,20447,-76.9742995059,38.8729968667,,
V,20448,-77.0816142166,38.9496952972,,
V,20453,-77.0820394421,38.9499958767,,
V,20454,-77.0122369812,38.8243919081,,
V,20458,-77.0390720856,38.9257332759,,
V,20460,-77.0392354483,38.9258177423,,
V,20461,-77.0679202095,38.9140712931,,
V,20462,-77.0679213476,38.914206136,,
V,20463,-76.9342337956,38.8935059831,,
V,20465,-77.0880607521,38.9510491835,,
V,20468,-77.0886359306,38.9510489031,,
V,20469,-77.0637726362,38.940667833,,
V,20470,-77.0638711716,38.9408178597,,
V,20471,-77.072349597,38.9470971038,,
V,20481,-77.07459622,38.9562687294,,
V,20484,-76.9887882562,38.9411093872,,
V,20485,-76.9312747289,38.9067840571,,
V,20490,-76.9316656275,38.9067863076,,
V,20491,-77.0317827011,38.9583589342,,
V,20497,-77.0316559873,38.9588097166,,
V,20498,-76.9426136077,38.8924066364,,
V,20502,-76.9426132201,38.8929467952,,
V,20503,-77.0214554927,38.9580166322,,
V,20506,-77.0309507226,38.9202679926,,
V,20507,-77.031226397,38.9202156783,,
V,20510,-76.990764139,38.9295852904,,
V,20511,-77.0565572879,38.9697662903,,
V,20518,-77.0584677667,38.9697686702,,
V,20519,-77.0356459239,38.9862994402,,
V,20520,-77.0357913005,38.9863271096,,
V,20521,-77.0085997955,38.947067301,,
V,20522,-77.0078011725,38.9465417857,,
V,20523,-76.9731900466,38.8707518641,,
V,20527,-76.9726625318,38.8707513015,,
V,20528,-77.0837871479,38.9455440945,,
V,20530,-77.083784831,38.9458939837,,
V,20531,-77.0024632578,38.8947872214,,
V,20536,-77.0630034212,38.9676181182,,
V,20539,-77.0633211205,38.9676190941,,
V,20540,-76.9279594739,38.8918921743,,
V,20545,-76.9273956384,38.8918885051,,
V,20546,-77.0195332415,38.9488725085,,
V,20549,-77.0195485706,38.9492186794,,
V,20550,-77.0035030181,38.9210278194,,
V,20553,-76.9961790589,38.9304089524,,
V,20558,-76.9949658909,38.9304085461,,
V,20560,-77.0155884344,38.8999700451,,
V,20561,-77.0239690486,38.8990612392,,
V,20566,-77.0254371462,38.8990625801,,
V,20567,-77.0128564339,38.8583301864,,
V,20573,-76.966839478,38.9328741573,,
V,20582,-76.9651741977,38.9328738149,,
V,20583,-76.9930658824,38.9344176858,,
V,20590,-76.9928227063,38.9348587176,,
V,20591,-77.03531154,38.9233028742,,
V,20596,-77.0364934278,38.9232576496,,
V,20597,-76.9943537689,38.8976341585,,
V,20600,-76.9943550825,38.8986346837,,
V,20601,-76.9751582077,38.8928221999,,
V,20605,-76.9826316881,38.8881386159,,
V,20607,-76.9827971506,38.8881389382,,
V,20608,-77.0600833498,38.9060727954,,
V,20612,-77.0600917104,38.9068371165,,
V,20613,-77.0039597122,38.9155738159,,
V,20616,-77.0035091202,38.9155753184,,
V,20621,-77.07422888,38.9320145946,,
V,20622,-76.9469485066,38.8833126826,,
V,20637,-76.9327121592,38.9001510135,,
V,20638,-76.9762276958,38.9428708413,,
V,20640,-76.9756804687,38.9428705829,,
V,20641,-77.0669777271,38.9686458689,,
V,20642,-77.0683524485,38.9686438246,,
V,20643,-76.9924399993,38.9290046337,,
V,20645,-77.0570448185,38.9060949381,,
V,20649,-77.0570648493,38.9068698222,,
V,20652,-76.9762274045,38.9432493689,,
V,20653,-77.030867808,38.9454678306,,
V,20660,-77.0308112749,38.9456140894,,
V,20661,-76.9815045723,38.9046469041,,
V,20663,-76.9813719164,38.9048435973,,
V,20664,-76.9513427188,38.8911184603,,
V,20666,-76.9513430236,38.8915260888,,
V,20667,-77.0268222733,38.9327550511,,
V,20679,-77.0274934995,38.9328619425,,
V,20680,-76.9855129308,38.8853634076,,
V,20682,-76.9855178457,38.8845018919,,
V,20688,-77.0604745136,38.9123197417,,
V,20689,-76.9648885235,38.928869896,,
V,20695,-76.9800523691,38.9284462372,,
V,20703,-76.9801132176,38.9286013307,,
V,20705,-76.9942105121,38.902519008,,
V,20706,-77.034736081,38.8943825847,,
V,20729,-77.0338698883,38.8954830678,,
V,20730,-76.9836499255,38.8947905176,,
V,20735,-76.9822140793,38.8947868846,,
V,20736,-76.9836479211,38.8924929009,,
V,20740,-76.9836474533,38.8928649387,,
V,20741,-76.9995115185,38.9013316423,,
V,20744,-76.9990958458,38.9013313746,,
V,20745,-76.9415960669,38.8798177782,,
V,20756,-76.9412010983,38.879728992,,
V,20757,-76.9970490306,38.8265236476,,
V,20771,-76.9973150738,38.826098904,,
V,20772,-77.0258369841,38.9814519478,,
V,20777,-77.0258914963,38.9827285574,,
V,20785,-77.0903420581,38.9567159245,,
V,20813,-77.0124009223,38.8904271674,,
V,20814,-77.0334277015,38.9596421881,,
V,20815,-77.0334281601,38.9602263814,,
V,20816,-76.9667522629,38.8713871785,,
V,20820,-76.9777977686,38.9432485522,,
V,20823,-76.9783187092,38.9432630149,,
V,20824,-76.9915295902,38.8886574573,,
V,20825,-77.0238011366,38.9679406055,,
V,20828,-77.0242096524,38.9679396765,,
V,20833,-77.0663912987,38.9346573925,,
V,20837,-77.0663912929,38.9351465434,,
V,20838,-77.0829025221,38.9467163368,,
V,20842,-77.0837850524,38.946715425,,
V,20843,-76.9789996909,38.8865149789,,
V,20847,-76.9783299778,38.929711148,,
V,20865,-76.9762276498,38.9296764892,,
V,20866,-77.0241908376,38.9272601098,,
V,20867,-77.1099432067,38.9297511035,,
V,20870,-76.9921506183,38.9415146121,,
V,20876,-76.9907278591,38.9415170415,,
V,20877,-76.9587679174,38.8828441534,,
V,20891,-76.9598147912,38.8824180358,,
V,20892,-77.1028080555,38.9302857836,,
V,20899,-77.1028276125,38.9309263319,,
V,20902,-77.0292868155,38.9237724734,,
V,20904,-77.0297129679,38.9237731349,,
V,20905,-76.9860180589,38.8787754317,,
V,20909,-76.9860252141,38.8790193714,,
V,20910,-76.9189746561,38.9003776674,,
V,20915,-76.9192037492,38.9005578132,,
V,20916,-76.9903365897,38.8429247169,,
V,20920,-76.9895139983,38.8430689612,,
V,20921,-76.9800615503,38.9033370232,,
V,20924,-76.9647739409,38.8710943805,,
V,20928,-76.9647743409,38.8707509801,,
V,20929,-76.9400410821,38.8817739301,,
V,20936,-76.9399772099,38.8802076943,,
V,20937,-77.0213724097,38.9310461998,,
V,20946,-77.0214639697,38.9313837244,,
V,20947,-76.9230202595,38.885429744,,
V,20959,-76.9226567607,38.8851927634,,
V,20960,-77.0540446834,38.8962706783,,
V,21003,-77.0530306413,38.8979657896,,
V,21004,-77.0199096225,38.8875748228,,
V,21009,-77.0090444742,38.9213139128,,
V,21014,-77.0096111851,38.9213133309,,
V,21015,-76.9883551427,38.9231532271,,
V,21022,-76.9880137819,38.9238240221,,
V,21029,-77.0553468468,38.918731566,,
V,21032,-77.0926225007,38.9431719402,,
V,21035,-77.0926217964,38.9435897797,,
V,21036,-77.0149028514,38.9056595673,,
V,21041,-77.0152455676,38.9056579922,,
V,21043,-77.0354241654,38.9076396427,,
V,21044,-77.0803069274,38.954710299,,
V,21047,-77.080306015,38.9551766409,,
V,21048,-77.0741803438,38.948730828,,
V,21051,-77.0746030979,38.9487308709,,
V,21053,-76.971470361,38.8711713835,,
V,21057,-76.9726554861,38.8711681481,,
V,21058,-76.9648017522,38.865640067,,
V,21063,-76.963135001,38.8656409034,,
V,21064,-77.0284986953,38.9345769263,,
V,21069,-77.0284994545,38.9356051957,,
V,21070,-77.0637692547,38.9101038104,,
V,21080,-77.0632298849,38.9104695322,,
V,21081,-76.9836522282,38.8804450553,,
V,21093,-76.9841470984,38.8803337855,,
V,21094,-77.0422632048,38.9133720897,,
V,21095,-77.0423428363,38.9133721639,,
V,21096,-77.0131094706,38.9587419051,,
V,21100,-77.0134243903,38.9587404595,,
V,21101,-77.1052954593,38.9271250717,,
V,21153,-77.1040371182,38.9273664535,,
V,21154,-77.0308683988,38.9331796769,,
V,21156,-77.0308703996,38.9335202967,,
V,21157,-77.0759967941,38.9373902459,,
V,21173,-77.0760659908,38.938030601,,
V,21174,-77.08100411,38.9236334315,,
V,21178,-77.0817446919,38.9236415728,,
V,21179,-76.9812151756,38.9335103348,,
V,21182,-76.9812550696,38.9340235365,,
V,21183,-76.973698564,38.8961162642,,
V,21190,-77.0906126501,38.9471053634,,
V,21191,-77.0629281584,38.9496849591,,
V,21198,-77.0642234499,38.9496877679,,
V,21199,-77.0341989839,38.9551413137,,
V,21200,-77.0337852652,38.9556327449,,
V,21201,-77.0355996485,38.9399594488,,
V,21204,-77.035354627,38.9402439325,,
V,21205,-77.0412785756,38.9399642074,,
V,21209,-77.0412876317,38.9408254978,,
V,21210,-77.0602939694,38.9228102583,,
V,21287,-77.062848038,38.9241034994,,
V,21288,-76.9906106636,38.937252787,,
V,21296,-76.9884944811,38.9372489946,,
V,21297,-77.0242072853,38.9643685373,,
V,21303,-77.0259693461,38.9643687898,,
V,21304,-76.9408441664,38.8983804203,,
V,21311,-76.9391925478,38.8983775617,,
V,21312,-76.9343807336,38.8935240245,,
V,21313,-77.0422976294,38.9118763335,,
V,21316,-77.0428802599,38.9118751927,,
V,21317,-77.0616562097,38.9409793983,,
V,21324,-77.0622648247,38.9420237675,,
V,21325,-77.023269798,38.9401807336,,
V,21341,-77.0227361364,38.9403466532,,
V,21342,-77.028490257,38.932798689,,
V,21351,-77.0284968863,38.9332054681,,
V,21352,-77.0224521698,38.96993211,,
V,21358,-76.9915339005,38.896125314,,
V,21361,-76.9910536471,38.8961233048,,
V,21362,-77.0116715099,38.9714026568,,
V,21365,-77.0123079424,38.9712839389,,
V,21366,-77.019254025,38.8827083919,,
V,21408,-77.0213473362,38.8827422318,,
V,21409,-77.0067048469,38.9176266098,,
V,21410,-77.0198941606,38.8784189447,,
V,21419,-77.0198873996,38.8764692367,,
V,21420,-76.9337593436,38.904679919,,
V,21425,-76.962569701,38.8572898271,,
V,21429,-76.9615114704,38.8572886723,,
V,21433,-76.9279660072,38.8907879315,,
V,21450,-76.9418764162,38.9063813228,,
V,21454,-76.9413801255,38.9063821265,,
V,21458,-77.0577054668,38.9409729809,,
V,21463,-77.0787538705,38.9583681459,,
V,21464,-77.0792013152,38.9583686876,,
V,21465,-77.0193075532,38.95540038,,
V,21467,-77.0192807295,38.9548680595,,
V,21468,-77.0013062127,38.8892061419,,
V,21469,-76.9746987163,38.9383153887,,
V,21473,-76.9746985979,38.9396607241,,
V,21474,-77.0587509306,38.9603779381,,
V,21477,-77.0587507756,38.9610243995,,
V,21478,-77.0838007017,38.9293031966,,
V,21512,-77.0837565012,38.9298679607,,
V,21513,-77.0354883982,38.9872703063,,
V,21521,-76.9430554379,38.8836701727,,
V,21530,-76.9428388495,38.8831766606,,
V,21531,-76.9343098942,38.894570887,,
V,21533,-76.934228516,38.8949261049,,
V,21534,-76.9844088209,38.9038278282,,
V,21539,-76.9850377131,38.9029049521,,
V,21540,-77.0132749101,38.8203036524,,
V,21553,-77.0138617097,38.8213415676,,
V,21554,-76.964766426,38.8783801926,,
V,21557,-76.9647648975,38.8779703332,,
V,21558,-77.0358568248,38.9151535819,,
V,21563,-77.035861395,38.9148405701,,
V,21564,-77.0589255794,38.9290204748,,
V,21566,-77.0588989348,38.9281277029,,
V,21567,-77.0808329664,38.9559629249,,
V,21568,-77.001522499,38.8969463009,,
V,21572,-77.0129985484,38.8536537495,,
V,21578,-77.0142700512,38.8516417137,,
V,21579,-77.0130662484,38.9550502107,,
V,21581,-77.0130973467,38.9555836891,,
V,21582,-76.967265718,38.8680128334,,
V,21594,-76.9672607021,38.8687423725,,
V,21595,-77.0758405921,38.9280210263,,
V,21597,-77.0758405815,38.9285580053,,
V,21598,-77.0768008872,38.9130153627,,
V,21620,-76.9875858216,38.9072459431,,
V,21623,-76.9877711131,38.9069795739,,
V,21624,-77.0169867234,38.9717926701,,
V,21627,-77.0169963386,38.9712833976,,
V,21628,-76.978222659,38.8881356414,,
V,21632,-76.9782203319,38.8886790427,,
V,21633,-77.0692386722,38.9662747168,,
V,21644,-77.0707006225,38.9662429324,,
V,21645,-77.0803097261,38.9528360363,,
V,21647,-77.0803095461,38.9530577239,,
V,21648,-77.0005731706,38.9156418507,,
V,21671,-77.0677666826,38.965820381,,
V,21672,-77.0695900718,38.9734044316,,
V,21676,-77.0697517561,38.9735133681,,
V,21677,-77.0692142222,38.9118721706,,
V,21683,-77.0692477547,38.9126826308,,
V,21684,-77.06283851,38.9408773956,,
V,21717,-77.0168152237,38.846166135,,
V,21733,-77.0182475621,38.8461801532,,
V,21734,-76.9807566658,38.8802934309,,
V,21737,-76.980757151,38.8799497163,,
V,21738,-76.974226799,38.9217218467,,
V,21751,-77.0345193301,38.9471988038,,
V,21753,-77.0653127803,38.9588401983,,
V,21758,-77.0657391752,38.9597978078,,
V,21763,-76.987682839,38.941802965,,
V,21764,-77.0394960448,38.8880179298,,
V,21779,-77.0402414533,38.8879492646,,
V,21780,-77.0147142301,38.9188579263,,
V,21785,-77.0147513889,38.919182096,,
V,21786,-77.0701698073,38.964447058,,
V,21789,-77.0044262971,38.9105887082,,
V,21791,-77.0038689652,38.910589,,
V,21792,-77.0192524894,38.9704451651,,
V,21795,-77.0192547455,38.9707873371,,
V,21796,-77.0195828065,38.9499595144,,
V,21803,-77.0093018521,38.9565941147,,
V,21805,-77.0090489542,38.9569240549,,
V,21825,-77.0715128681,38.949691344,,
V,21828,-77.072122661,38.9496933408,,
V,21829,-77.0787501742,38.9135589224,,
V,21830,-77.0790133411,38.9139896677,,
V,21831,-76.9955753385,38.8902722914,,
V,21832,-76.9954604332,38.8902715832,,
V,21833,-77.0327002533,38.9043898324,,
V,21835,-77.0321275245,38.9053124354,,
V,21836,-76.9737757019,38.93965787,,
V,21841,-76.9726602181,38.9396596588,,
V,21842,-76.9984477267,38.9255923491,,
V,21845,-76.9672861608,38.927206756,,
V,21851,-76.9679001282,38.9277843593,,
V,21852,-76.9741690228,38.8989299517,,
V,21869,-77.0083566593,38.8451023295,,
V,21874,-77.0085444839,38.8432241545,,
V,21878,-77.0348254997,38.9354991134,,
V,21879,-77.074207651,38.9590322081,,
V,21884,-77.0745940377,38.9590340882,,
V,21885,-77.0091865516,38.8417135691,,
V,21889,-77.0101827543,38.8419360295,,
V,21890,-76.9795666861,38.9266560046,,
V,21893,-76.9789952514,38.9266554354,,
V,21894,-77.0364176865,38.9513327353,,
V,21895,-77.0364174634,38.9518783975,,
V,21896,-77.0462387136,38.9251318663,,
V,21926,-77.0469598797,38.9249181947,,
V,21927,-76.9721248613,38.845122821,,
V,21928,-77.008460183,38.9534780878,,
V,21941,-77.007773503,38.9534597997,,
V,21942,-77.0728750063,38.9702017916,,
V,21945,-77.0728761821,38.9705433046,,
V,21946,-77.054977063,38.9153102931,,
V,21966,-77.0159600718,38.9175133241,,
V,21967,-77.0287838156,38.9588027175,,
V,21970,-77.0288249011,38.9583581041,,
V,21971,-77.0176378722,38.9115406231,,
V,21973,-77.0177620384,38.9118720437,,
V,21974,-76.9979156923,38.824520794,,
V,21981,-76.9992518721,38.8248547813,,
V,21986,-77.0011443371,38.9234464751,,
V,21987,-76.982029725,38.9032659828,,
V,21989,-76.9823145801,38.9033860773,,
V,21990,-77.0313616845,38.9159950429,,
V,21994,-76.9564176366,38.8562297249,,
V,22002,-77.0156707586,38.9583757705,,
V,22008,-77.0156710429,38.9580321892,,
V,22009,-77.0776798618,38.926677014,,
V,22018,-77.0777882475,38.927268663,,
V,22019,-77.0116194184,38.9218453614,,
V,22022,-77.0116188802,38.9213117708,,
V,22023,-76.9425517899,38.8680268475,,
V,22039,-76.9812376954,38.9050487923,,
V,22043,-76.9808314406,38.9056919164,,
V,22044,-77.0405941851,38.9013437996,,
V,22047,-77.0417005531,38.9013448011,,
V,22048,-77.0313627117,38.9162937461,,
V,22051,-76.9958849968,38.9358477068,,
V,22054,-77.0431468732,38.916044747,,
V,22058,-77.0126902185,38.9166214046,,
V,22065,-76.9830347279,38.893333259,,
V,22071,-76.9827807707,38.893322994,,
V,22072,-77.0017528433,38.9416054841,,
V,22084,-77.0019084102,38.9421622627,,
V,22085,-77.0227561702,38.9285787085,,
V,22087,-77.0225210679,38.9286033682,,
V,22089,-77.014972939,38.9439181442,,
V,22090,-77.0681599087,38.9377514926,,
V,22097,-77.0681380923,38.9373396464,,
V,22098,-76.9862711008,38.8996396626,,
V,22099,-76.9862710552,38.8998732201,,
V,22100,-77.0841566807,38.911022395,,
V,22125,-77.0747088649,38.9649132736,,
V,22126,-76.951163288,38.8711721503,,
V,22140,-76.9512263961,38.8707934919,,
V,22141,-77.0100780631,38.9469403057,,
V,22148,-77.009061596,38.947304221,,
V,22149,-77.0623756682,38.9202794372,,
V,22151,-77.0622765051,38.9202047485,,
V,22152,-77.0850448147,38.9294599423,,
V,22159,-77.0848227119,38.9288822225,,
V,22160,-77.0266795018,38.9317691673,,
V,22164,-77.0267611748,38.9323292729,,
V,22165,-77.0308706185,38.9345769544,,
V,22167,-77.0308685999,38.9349512106,,
V,22168,-76.9108239929,38.8940164232,,
V,22169,-76.9107179652,38.8941696569,,
V,22170,-76.994912972,38.9511789631,,
V,22174,-76.9954741947,38.9516103924,,
V,22175,-77.0239676767,38.8961405476,,
V,22179,-77.0252125869,38.8961387873,,
V,22180,-76.9858874404,38.8642035322,,
V,22183,-76.9854703728,38.8641269951,,
V,22184,-77.0449006251,38.9042495088,,
V,22185,-77.0449015251,38.9043377678,,
V,22188,-76.9711511426,38.9361739233,,
V,22189,-77.0217080521,38.9437493086,,
V,22192,-77.0217272371,38.9441292464,,
V,22193,-77.0336552972,38.8920973027,,
V,22206,-77.0336477292,38.8954868474,,
V,22207,-77.0307891231,38.915580036,,
V,22210,-77.0270717244,38.9649609004,,
V,22214,-77.0270715549,38.9645145016,,
V,22215,-77.0683411575,38.910244049,,
V,22218,-77.0678658409,38.9102533361,,
V,22219,-77.081782466,38.9112035294,,
V,22220,-77.0817859153,38.9116978155,,
V,22221,-77.0181893317,38.9531936219,,
V,22224,-77.0182183198,38.9537794961,,
V,22225,-77.000240619,38.9606145281,,
V,22229,-77.0004501118,38.9603038715,,
V,22230,-77.0296858951,38.9822858253,,
V,22235,-77.0296855927,38.9832219593,,
V,22236,-77.0212064908,38.9190624506,,
V,22239,-77.0213649999,38.9200540968,,
V,22240,-76.9886810036,38.834436596,,
V,22241,-76.9889039801,38.8347982316,,
V,22242,-76.9909959089,38.8577571612,,
V,22249,-76.9915638748,38.9536311814,,
V,22257,-77.0027682309,38.9620168839,,
V,22264,-77.0001288472,38.962013426,,
V,22265,-76.9681618867,38.9350921511,,
V,22272,-76.9392592042,38.8802055332,,
V,22273,-77.0638866271,38.9658165298,,
V,22278,-77.0638827093,38.9667236626,,
V,22279,-77.0060983152,38.955444938,,
V,22282,-77.0046894766,38.9557677208,,
V,22283,-76.9744214925,38.9149474008,,
V,22300,-76.9818479103,38.93534588,,
V,22301,-77.0328666413,38.9508102081,,
V,22304,-77.0334293881,38.9508097287,,
V,22305,-76.9984450619,38.9049760531,,
V,22309,-76.9335751494,38.911822516,,
V,22312,-76.9339451108,38.9121113716,,
V,22313,-76.999200943,38.8794777943,,
V,22322,-76.9988512842,38.8795926445,,
V,22323,-76.9812581465,38.9261014315,,
V,22324,-76.9811843097,38.9259394106,,
V,22325,-76.9889990887,38.9071318031,,
V,22340,-76.9886926772,38.9073660399,,
V,22341,-77.0139587275,38.8377930289,,
V,22348,-77.0134700206,38.8373180659,,
V,22349,-77.0167403824,38.8424002802,,
V,22350,-77.0163478153,38.8423077763,,
V,22355,-77.0123853154,38.9515704181,,
V,22356,-77.0038585361,38.9103571892,,
V,22357,-77.0044210736,38.9103612388,,
V,22358,-76.9882880949,38.9178227233,,
V,22361,-76.9877854412,38.9179890332,,
V,22362,-76.9398168231,38.8705251125,,
V,22367,-76.9405035537,38.8713871879,,
V,22368,-76.9298990608,38.8965203652,,
V,22371,-76.9293295402,38.8967581307,,
V,22372,-77.1083785787,38.9272251913,,
V,22379,-77.0413005452,38.9314581213,,
V,22383,-77.041298874,38.9319093762,,
V,22384,-76.936095977,38.8734694364,,
V,22396,-76.936224598,38.8731949305,,
V,22397,-77.0252415617,38.9197476362,,
V,22402,-77.0252225037,38.920678021,,
V,22403,-76.9207038846,38.8897575024,,
V,22410,-76.9193978776,38.889757966,,
V,22411,-76.9354764334,38.90904948,,
V,22427,-76.9330597711,38.874431557,,
V,22428,-77.021936074,38.9484064297,,
V,22436,-76.9762301073,38.9424905619,,
V,22437,-76.9924363457,38.9260187104,,
V,22441,-76.9924369777,38.9265092516,,
V,22442,-76.9867128706,38.9442469882,,
V,22443,-76.9864219349,38.944245384,,
V,22446,-76.9274279718,38.8907853464,,
V,22447,-77.0826191081,38.927872256,,
V,22451,-77.0829349033,38.9284245744,,
V,22452,-76.9926545955,38.8772364352,,
V,22459,-76.9845726971,38.8939319935,,
V,22463,-76.9737237263,38.8707545781,,
V,22464,-77.066761736,38.9519914204,,
V,22465,-77.0681248909,38.9521041017,,
V,22466,-77.0310511126,38.9822885758,,
V,22469,-77.0315005675,38.9822879629,,
V,22470,-77.0266078491,38.9107069687,,
V,22473,-77.0267131298,38.9106709749,,
V,22474,-76.9375452054,38.8897794111,,
V,22478,-76.9364861214,38.8897815324,,
V,22510,-77.0540911871,38.9407979841,,
V,22511,-76.9807557104,38.881271742,,
V,22514,-76.9807567266,38.8809278305,,
V,22515,-77.0547698481,38.9749051564,,
V,22533,-77.0545707367,38.9750023188,,
V,22534,-77.0546502814,38.975043759,,
V,22535,-77.0119023897,38.8151554306,,
V,22549,-77.0109401202,38.8142825303,,
V,22550,-76.9754943819,38.8707482006,,
V,22556,-76.9749623573,38.8707493748,,
V,22557,-77.0077877201,38.9152117248,,
V,22562,-77.0076825458,38.9155700732,,
V,22563,-76.9808209812,38.9285575385,,
V,22566,-76.9808673592,38.9290994423,,
V,22569,-77.0308711171,38.9338640371,,
V,22570,-77.029623231,38.8859789742,,
V,22575,-77.0296190142,38.8849835489,,
V,22576,-77.0412963888,38.9323764747,,
V,22590,-77.044193412,38.9327273247,,
V,22591,-76.9945802669,38.8499592054,,
V,22602,-76.9945589262,38.8497656418,,
V,22603,-77.0405706333,38.9118748143,,
V,22607,-77.0684181925,38.950734195,,
V,22612,-77.0698473523,38.9507354488,,
V,22613,-76.9883145078,38.8868112784,,
V,22616,-76.9883137213,38.8864281007,,
V,22617,-76.9408220474,38.8848662856,,
V,22635,-76.9406103133,38.8857044084,,
V,22636,-76.939119668,38.8717934164,,
V,22639,-76.9387890205,38.8719600821,,
V,22640,-76.9994329681,38.9067136829,,
V,22643,-76.9983387352,38.9062377613,,
V,22649,-77.0199041396,38.9096506915,,
V,22650,-76.977363802,38.8701692731,,
V,22657,-76.976200554,38.8707498139,,
V,22658,-77.0931544782,38.952720237,,
V,22662,-77.0938001736,38.9527190175,,
V,22666,-77.0628254749,38.9056455895,,
V,22667,-76.9710791416,38.9197511175,,
V,22668,-76.9711395383,38.919839293,,
V,22669,-76.9886817358,38.9361797277,,
V,22678,-76.9863099906,38.9361774021,,
V,22679,-77.0345304538,38.9899271522,,
V,22700,-77.0354354658,38.9903100005,,
V,22713,-77.0356657706,38.9899320785,,
V,22714,-77.0079819865,38.9646524865,,
V,22730,-76.9883135141,38.8935830548,,
V,22731,-77.053109606,38.9507609956,,
V,22740,-77.0535969689,38.9504784555,,
V,22741,-77.031020948,38.9072414314,,
V,22746,-77.0319529737,38.9072471133,,
V,22747,-76.9857983247,38.9403098071,,
V,22754,-76.9753361442,38.9233890437,,
V,22755,-76.9878881153,38.894791576,,
V,22757,-76.987072195,38.8947906491,,
V,22758,-77.0175299345,38.9620149836,,
V,22759,-77.0167950941,38.9620169207,,
V,22760,-77.0050810436,38.8375001867,,
V,22785,-77.0043612511,38.8368019895,,
V,22786,-76.9855135132,38.8876009096,,
V,22798,-76.9847714028,38.8876184333,,
V,22799,-77.0125309047,38.8252500241,,
V,22811,-77.01240204,38.8247944979,,
V,22812,-77.0229629538,38.9593303809,,
V,22828,-77.0241749638,38.959226992,,
V,22829,-76.9393976809,38.8764691925,,
V,22842,-76.938921884,38.8765002325,,
V,22843,-76.9724635708,38.9045950086,,
V,22847,-76.9716291174,38.9049329245,,
V,22848,-76.9836561184,38.9089035157,,
V,22852,-76.9826040606,38.9084528023,,
V,22853,-77.0853517987,38.9085535035,,
V,22862,-77.0863139221,38.9088838913,,
V,22863,-76.9798791457,38.9266558848,,
V,22867,-77.0189328915,38.9045059145,,
V,22868,-77.0417070994,38.899601681,,
V,22873,-77.0417027768,38.9002186146,,
V,22874,-77.060691204,38.9635472516,,
V,22879,-77.0612162124,38.963309419,,
V,22880,-77.0439040072,38.9276128749,,
V,22894,-77.0438533195,38.9280426125,,
V,23059,-77.0501665775,38.9331495554,,
V,23100,-77.0019293997,38.8232687514,,
V,23101,-76.9598025548,38.884430967,,
V,23108,-76.9575203564,38.8844280874,,
V,23109,-77.0322067331,38.9320821265,,
V,23118,-77.0214760745,38.9585510886,,
V,23182,-77.0211546913,38.9587402306,,
V,23183,-76.9397646084,38.8952700051,,
V,23186,-76.9396900952,38.8956260996,,
V,23187,-77.0058872393,38.8316324737,,
V,23190,-77.0089099155,38.9168647769,,
V,23194,-77.0089097225,38.917476838,,
V,23195,-77.0154158285,38.8648064804,,
V,23207,-77.0160568249,38.8648025203,,
V,23208,-77.0015684831,38.8420996648,,
V,23217,-77.0018233346,38.8419851553,,
V,23258,-77.0530661035,38.8940591634,,
V,23266,-77.0534025227,38.8949673236,,
V,23267,-76.9915367681,38.8924249907,,
V,23274,-76.9989632933,38.9255939448,,
V,23278,-76.9989683253,38.9265664354,,
V,23279,-77.0250400759,38.9163999732,,
V,23283,-77.024703581,38.9165779594,,
V,23284,-76.9677854877,38.9081376975,,
V,23305,-76.9681405837,38.9079068264,,
V,23306,-76.9969803272,38.8456463338,,
V,23313,-76.9964726668,38.8454797602,,
V,23320,-76.9902469484,38.9016381342,,
V,23321,-77.0414815269,38.9346721308,,
V,23348,-77.065850675,38.9691331327,,
V,23364,-77.0644882267,38.9686460764,,
V,23365,-77.0606888993,38.9046935005,,
V,23372,-77.0601601892,38.9047873432,,
V,23373,-77.0257896975,38.9456175573,,
V,23380,-77.0260672097,38.9461446053,,
V,23381,-76.9803725768,38.8781274029,,
V,23382,-76.979924359,38.8782578477,,
V,23396,-76.9795912899,38.8784641182,,
V,23397,-77.0437902384,38.9332970942,,
V,23404,-77.0438078114,38.9337384158,,
V,23405,-77.0586788224,38.900660332,,
V,23435,-77.0572079395,38.9009879339,,
V,23436,-77.0714187548,38.9367171105,,
V,23449,-77.0189826011,38.8718387718,,
V,23457,-77.0102682281,38.9468135241,,
V,23463,-76.9973147635,38.9370321787,,
V,23464,-77.0732500355,38.9681706203,,
V,23487,-77.0734651464,38.9686416859,,
V,23488,-76.9973164385,38.8909425601,,
V,23490,-76.9973136524,38.8914858005,,
V,23491,-77.0587447248,38.912558182,,
V,23509,-77.059088919,38.9122028957,,
V,23512,-77.0591611458,38.9125508429,,
V,23513,-77.004377667,38.9225489214,,
V,23514,-77.0043427926,38.9227033406,,
V,23516,-76.9748215035,38.8866145121,,
V,23517,-76.9962346575,38.8626869379,,
V,23536,-76.9950585628,38.8614748625,,
V,23537,-76.9898780476,38.9361752432,,
V,23542,-76.9807639381,38.8947874656,,
V,23546,-76.9798734503,38.8947867751,,
V,23547,-77.0770334175,38.9462882305,,
